inventory_ID,product_ID,quantity_on_hand,quantity_reserved,quantity_available,reorder_level,reorder_quantity,last_restock_date,inventory_status,lot_number,storage_conditions
1368,1368,487,321,166,12,125,2025-04-02 02:05:23,In Stock,LOT-94707,Humidity controlled
1369,1369,477,67,410,70,138,2025-03-31 02:05:23,In Stock,LOT-20064,Keep away from sunlight
1370,1370,377,330,47,12,124,2025-07-28 02:05:23,In Stock,LOT-25690,Cool and dry place
1371,1371,11,3,8,76,135,2025-04-05 02:05:23,backordered,LOT-87766,Humidity controlled
1372,1372,175,167,8,92,133,2025-02-26 02:05:23,backordered,LOT-18306,Humidity controlled
1373,1373,340,271,69,80,163,2025-03-12 02:05:23,backordered,LOT-71985,Room temperature
1374,1374,290,67,223,49,93,2025-06-21 02:05:23,In Stock,LOT-54601,Refrigerated
1375,1375,247,95,152,46,62,2025-08-18 02:05:23,In Stock,LOT-58517,Room temperature
1376,1376,145,116,29,31,91,2024-11-02 02:05:23,backordered,LOT-43280,Humidity controlled
1377,1377,146,46,100,32,89,2025-08-11 02:05:23,In Stock,LOT-63461,Refrigerated
1378,1378,59,2,57,50,197,2025-08-29 02:05:23,In Stock,LOT-57173,Keep away from sunlight
1379,1379,133,94,39,33,102,2025-01-18 02:05:23,In Stock,LOT-20309,Cool and dry place
1380,1380,340,162,178,54,87,2025-04-25 02:05:23,In Stock,LOT-37618,Keep away from sunlight
1381,1381,276,83,193,78,127,2025-08-31 02:05:23,In Stock,LOT-47870,Cool and dry place
1382,1382,207,127,80,28,167,2025-05-22 02:05:23,In Stock,LOT-05050,Refrigerated
1383,1383,2,2,0,79,179,2025-05-16 02:05:23,backordered,LOT-61387,Room temperature
1384,1384,242,229,13,47,196,2024-11-25 02:05:23,backordered,LOT-82931,Refrigerated
1385,1385,409,289,120,66,136,2024-11-14 02:05:23,In Stock,LOT-02707,Cool and dry place
1386,1386,374,245,129,15,85,2024-11-19 02:05:23,In Stock,LOT-90320,Humidity controlled
1387,1387,59,19,40,13,152,2024-12-20 02:05:23,In Stock,LOT-20417,Refrigerated
1388,1388,228,91,137,21,133,2025-10-04 02:05:23,In Stock,LOT-92911,Humidity controlled
1389,1389,328,99,229,84,184,2025-07-11 02:05:23,In Stock,LOT-17993,Room temperature
1390,1390,100,2,98,20,187,2025-03-18 02:05:23,In Stock,LOT-13656,Cool and dry place
1391,1391,499,262,237,60,99,2025-02-23 02:05:23,In Stock,LOT-51982,Room temperature
1392,1392,308,261,47,17,142,2025-04-12 02:05:23,In Stock,LOT-53092,Refrigerated
1393,1393,366,218,148,57,148,2025-04-25 02:05:23,In Stock,LOT-51142,Cool and dry place
1394,1394,145,88,57,54,128,2025-03-18 02:05:23,In Stock,LOT-62582,Humidity controlled
1395,1395,44,13,31,66,156,2025-03-20 02:05:23,backordered,LOT-73902,Room temperature
1396,1396,83,54,29,63,85,2025-01-05 02:05:23,backordered,LOT-19620,Humidity controlled
1397,1397,44,9,35,36,127,2025-03-03 02:05:23,backordered,LOT-71002,Humidity controlled
1398,1398,171,16,155,85,146,2025-09-17 02:05:23,In Stock,LOT-19467,Cool and dry place
1399,1399,209,163,46,44,156,2025-08-04 02:05:23,In Stock,LOT-23248,Humidity controlled
1400,1400,236,181,55,82,85,2025-07-22 02:05:23,backordered,LOT-76329,Refrigerated
1401,1401,426,195,231,47,191,2025-02-23 02:05:23,In Stock,LOT-09279,Cool and dry place
1402,1402,421,154,267,84,127,2025-02-22 02:05:23,In Stock,LOT-14560,Humidity controlled
1403,1403,378,237,141,38,56,2025-10-31 02:05:23,In Stock,LOT-83318,Refrigerated
1404,1404,134,76,58,91,170,2025-08-30 02:05:23,backordered,LOT-19588,Room temperature
1405,1405,213,45,168,72,112,2025-10-18 02:05:23,In Stock,LOT-37340,Cool and dry place
1406,1406,391,141,250,73,67,2024-12-30 02:05:23,In Stock,LOT-31277,Room temperature
1407,1407,297,246,51,82,161,2025-06-22 02:05:23,backordered,LOT-22005,Keep away from sunlight
1408,1408,498,355,143,25,145,2025-02-12 02:05:23,In Stock,LOT-43645,Humidity controlled
1409,1409,8,4,4,30,198,2025-10-03 02:05:23,backordered,LOT-97010,Refrigerated
1410,1410,163,118,45,98,84,2025-05-03 02:05:23,backordered,LOT-82207,Refrigerated
1411,1411,27,8,19,56,157,2024-12-11 02:05:23,backordered,LOT-81137,Room temperature
1412,1412,24,9,15,47,185,2024-12-09 02:05:23,backordered,LOT-99563,Cool and dry place
1413,1413,263,99,164,90,96,2025-09-14 02:05:23,In Stock,LOT-53153,Humidity controlled
1414,1414,385,85,300,79,132,2025-05-24 02:05:23,In Stock,LOT-13636,Room temperature
1415,1415,138,92,46,22,186,2025-01-09 02:05:23,In Stock,LOT-31797,Room temperature
1416,1416,421,73,348,11,85,2025-02-09 02:05:23,In Stock,LOT-06239,Room temperature
1417,1417,190,124,66,62,137,2025-08-10 02:05:23,In Stock,LOT-72652,Cool and dry place
1418,1418,111,19,92,74,106,2025-07-28 02:05:23,In Stock,LOT-73543,Humidity controlled
1419,1419,314,269,45,78,191,2024-11-07 02:05:23,backordered,LOT-52090,Cool and dry place
1420,1420,213,117,96,19,79,2025-08-26 02:05:23,In Stock,LOT-42177,Cool and dry place
1421,1421,245,89,156,49,142,2025-08-22 02:05:23,In Stock,LOT-62534,Keep away from sunlight
1422,1422,455,305,150,76,137,2025-08-05 02:05:23,In Stock,LOT-92929,Room temperature
1423,1423,14,11,3,25,106,2025-08-28 02:05:23,backordered,LOT-83168,Refrigerated
1424,1424,352,116,236,49,82,2025-07-17 02:05:23,In Stock,LOT-73977,Refrigerated
1425,1425,40,27,13,98,78,2025-09-23 02:05:23,backordered,LOT-40633,Cool and dry place
1426,1426,396,247,149,65,60,2025-07-24 02:05:23,In Stock,LOT-56939,Cool and dry place
1427,1427,16,16,0,85,65,2025-03-06 02:05:23,backordered,LOT-29060,Cool and dry place
1428,1428,465,129,336,15,66,2025-05-31 02:05:23,In Stock,LOT-07806,Cool and dry place
1429,1429,386,49,337,25,102,2025-01-05 02:05:23,In Stock,LOT-86717,Refrigerated
1430,1430,94,85,9,54,57,2025-09-16 02:05:23,backordered,LOT-73180,Refrigerated
1431,1431,433,382,51,45,198,2025-05-07 02:05:23,In Stock,LOT-63254,Room temperature
1432,1432,82,64,18,88,111,2025-02-16 02:05:23,backordered,LOT-31074,Humidity controlled
1433,1433,34,6,28,84,53,2025-02-04 02:05:23,backordered,LOT-27990,Refrigerated
1434,1434,366,98,268,46,93,2025-01-30 02:05:23,In Stock,LOT-77262,Cool and dry place
1435,1435,498,371,127,22,104,2025-02-16 02:05:23,In Stock,LOT-57016,Keep away from sunlight
1436,1436,187,178,9,85,97,2025-03-21 02:05:23,backordered,LOT-58046,Cool and dry place
1437,1437,92,45,47,58,158,2025-07-15 02:05:23,backordered,LOT-49893,Humidity controlled
1438,1438,116,52,64,24,130,2025-08-30 02:05:23,In Stock,LOT-19508,Keep away from sunlight
1439,1439,56,33,23,27,176,2025-05-01 02:05:23,backordered,LOT-50165,Room temperature
1440,1440,285,20,265,20,133,2025-02-22 02:05:23,In Stock,LOT-79055,Cool and dry place
1441,1441,197,72,125,68,129,2024-11-15 02:05:23,In Stock,LOT-28183,Keep away from sunlight
1442,1442,115,70,45,62,124,2025-03-27 02:05:23,backordered,LOT-25381,Refrigerated
1443,1443,438,35,403,70,144,2025-08-02 02:05:23,In Stock,LOT-79335,Cool and dry place
1444,1444,345,251,94,96,76,2025-04-13 02:05:23,backordered,LOT-54864,Keep away from sunlight
1445,1445,267,43,224,25,86,2025-04-13 02:05:23,In Stock,LOT-01557,Keep away from sunlight
1446,1446,355,302,53,23,93,2025-09-29 02:05:23,In Stock,LOT-78817,Room temperature
1447,1447,499,101,398,53,101,2025-01-01 02:05:23,In Stock,LOT-88479,Keep away from sunlight
1448,1448,62,14,48,64,177,2025-06-12 02:05:23,backordered,LOT-51371,Humidity controlled
1449,1449,303,139,164,92,152,2025-05-03 02:05:23,In Stock,LOT-16241,Keep away from sunlight
1450,1450,341,308,33,61,174,2025-02-13 02:05:23,backordered,LOT-12412,Room temperature
1451,1451,75,58,17,23,81,2025-06-26 02:05:23,backordered,LOT-72380,Keep away from sunlight
1452,1452,254,59,195,90,84,2025-10-17 02:05:23,In Stock,LOT-46827,Cool and dry place
1453,1453,377,27,350,18,177,2024-11-19 02:05:23,In Stock,LOT-56704,Cool and dry place
1454,1454,497,91,406,58,133,2025-08-15 02:05:23,In Stock,LOT-31038,Room temperature
1455,1455,318,49,269,19,183,2025-02-22 02:05:23,In Stock,LOT-56955,Keep away from sunlight
1456,1456,103,37,66,94,177,2025-02-23 02:05:23,backordered,LOT-79887,Humidity controlled
1457,1457,133,87,46,79,189,2025-10-23 02:05:23,backordered,LOT-74924,Cool and dry place
1458,1458,220,30,190,59,165,2025-05-24 02:05:23,In Stock,LOT-24375,Keep away from sunlight
1459,1459,226,117,109,14,58,2025-08-03 02:05:23,In Stock,LOT-40254,Humidity controlled
1460,1460,337,155,182,100,92,2025-02-23 02:05:23,In Stock,LOT-72928,Keep away from sunlight
1461,1461,68,39,29,59,174,2025-09-06 02:05:23,backordered,LOT-42222,Humidity controlled
1462,1462,345,251,94,94,191,2024-11-16 02:05:23,In Stock,LOT-31059,Humidity controlled
1463,1463,292,240,52,70,193,2025-08-13 02:05:23,backordered,LOT-27452,Humidity controlled
1464,1464,28,12,16,43,176,2025-01-03 02:05:23,backordered,LOT-38055,Keep away from sunlight
1465,1465,315,180,135,46,132,2025-10-01 02:05:23,In Stock,LOT-25782,Cool and dry place
1466,1466,302,23,279,26,143,2025-05-07 02:05:23,In Stock,LOT-84106,Humidity controlled
1467,1467,13,12,1,90,137,2025-04-21 02:05:23,backordered,LOT-72752,Cool and dry place
1468,1468,219,88,131,55,155,2025-05-06 02:05:23,In Stock,LOT-08854,Cool and dry place
1469,1469,338,125,213,41,110,2024-12-05 02:05:23,In Stock,LOT-74929,Room temperature
1470,1470,303,43,260,98,66,2025-05-29 02:05:23,In Stock,LOT-75170,Cool and dry place
1471,1471,172,43,129,12,187,2025-05-19 02:05:23,In Stock,LOT-28140,Cool and dry place
1472,1472,235,168,67,64,195,2025-02-11 02:05:23,In Stock,LOT-69375,Keep away from sunlight
1473,1473,136,5,131,99,170,2025-01-04 02:05:23,In Stock,LOT-15093,Cool and dry place
1474,1474,162,96,66,83,149,2025-05-20 02:05:23,backordered,LOT-98343,Humidity controlled
1475,1475,50,31,19,22,102,2025-05-13 02:05:23,backordered,LOT-01871,Keep away from sunlight
1476,1476,257,173,84,31,126,2025-04-29 02:05:23,In Stock,LOT-86375,Keep away from sunlight
1477,1477,103,63,40,91,69,2025-01-31 02:05:23,backordered,LOT-99805,Refrigerated
1478,1478,147,67,80,16,126,2025-01-12 02:05:23,In Stock,LOT-62656,Keep away from sunlight
1479,1479,411,115,296,89,73,2025-01-09 02:05:23,In Stock,LOT-50455,Cool and dry place
1480,1480,303,172,131,44,67,2025-01-15 02:05:23,In Stock,LOT-47813,Humidity controlled
1481,1481,243,109,134,36,138,2025-09-23 02:05:23,In Stock,LOT-76742,Room temperature
1482,1482,258,153,105,65,188,2025-05-25 02:05:23,In Stock,LOT-66299,Refrigerated
1483,1483,212,102,110,42,181,2025-03-14 02:05:23,In Stock,LOT-12347,Humidity controlled
1484,1484,92,2,90,90,182,2025-07-29 02:05:23,In Stock,LOT-85196,Humidity controlled
1485,1485,255,109,146,94,169,2025-06-17 02:05:23,In Stock,LOT-10646,Humidity controlled
1486,1486,414,314,100,65,194,2024-12-16 02:05:23,In Stock,LOT-28792,Cool and dry place
1487,1487,267,102,165,56,168,2025-08-18 02:05:23,In Stock,LOT-32648,Refrigerated
1488,1488,77,38,39,65,155,2025-05-22 02:05:23,backordered,LOT-70494,Cool and dry place
1489,1489,324,104,220,62,118,2025-06-08 02:05:23,In Stock,LOT-78730,Refrigerated
1490,1490,131,60,71,61,111,2025-09-04 02:05:23,In Stock,LOT-02447,Refrigerated
1491,1491,98,3,95,41,129,2025-03-09 02:05:23,In Stock,LOT-14627,Keep away from sunlight
1492,1492,286,223,63,64,59,2025-07-21 02:05:23,backordered,LOT-30147,Refrigerated
1493,1493,139,34,105,13,116,2025-06-12 02:05:23,In Stock,LOT-19597,Humidity controlled
1494,1494,90,82,8,15,174,2025-10-22 02:05:23,backordered,LOT-96471,Cool and dry place
1495,1495,440,42,398,50,126,2025-09-30 02:05:23,In Stock,LOT-58904,Keep away from sunlight
1496,1496,459,186,273,95,73,2025-04-12 02:05:23,In Stock,LOT-29025,Refrigerated
1497,1497,120,14,106,83,178,2025-09-01 02:05:23,In Stock,LOT-72520,Humidity controlled
1498,1498,340,297,43,77,114,2025-02-20 02:05:23,backordered,LOT-45650,Cool and dry place
1499,1499,121,76,45,25,130,2025-05-17 02:05:23,In Stock,LOT-44818,Humidity controlled
1500,1500,377,199,178,40,158,2025-07-13 02:05:23,In Stock,LOT-32192,Refrigerated
1501,1501,54,11,43,37,120,2025-03-21 02:05:23,In Stock,LOT-85544,Keep away from sunlight
1502,1502,130,14,116,72,186,2025-04-24 02:05:23,In Stock,LOT-51895,Cool and dry place
1503,1503,162,139,23,64,171,2024-11-17 02:05:23,backordered,LOT-20284,Refrigerated
1504,1504,493,142,351,28,142,2025-03-03 02:05:23,In Stock,LOT-57652,Room temperature
1505,1505,420,157,263,12,58,2024-11-27 02:05:23,In Stock,LOT-13283,Cool and dry place
1506,1506,353,343,10,40,114,2025-01-23 02:05:23,backordered,LOT-38988,Keep away from sunlight
1507,1507,158,92,66,97,81,2025-02-01 02:05:23,backordered,LOT-81671,Refrigerated
1508,1508,439,226,213,59,52,2025-04-14 02:05:23,In Stock,LOT-12075,Room temperature
1509,1509,154,23,131,40,126,2025-07-17 02:05:23,In Stock,LOT-45279,Refrigerated
1510,1510,468,224,244,90,131,2024-12-07 02:05:23,In Stock,LOT-85240,Keep away from sunlight
1511,1511,404,17,387,45,70,2025-02-23 02:05:23,In Stock,LOT-13223,Keep away from sunlight
1512,1512,377,211,166,52,158,2025-09-11 02:05:23,In Stock,LOT-42321,Refrigerated
1513,1513,357,133,224,74,66,2025-05-05 02:05:23,In Stock,LOT-61107,Keep away from sunlight
1514,1514,308,280,28,51,166,2024-11-11 02:05:23,backordered,LOT-60310,Cool and dry place
1515,1515,390,26,364,92,97,2024-12-14 02:05:23,In Stock,LOT-89071,Keep away from sunlight
1516,1516,405,328,77,27,50,2025-04-10 02:05:23,In Stock,LOT-40140,Refrigerated
1517,1517,321,156,165,50,197,2025-09-20 02:05:23,In Stock,LOT-11939,Cool and dry place
1518,1518,80,31,49,76,83,2025-01-01 02:05:23,backordered,LOT-32501,Keep away from sunlight
1519,1519,405,163,242,67,172,2025-08-25 02:05:23,In Stock,LOT-24955,Room temperature
1520,1520,88,87,1,85,133,2025-06-10 02:05:23,backordered,LOT-28938,Refrigerated
1521,1521,43,26,17,57,96,2025-04-14 02:05:23,backordered,LOT-91190,Keep away from sunlight
1522,1522,483,427,56,83,107,2025-10-22 02:05:23,backordered,LOT-83342,Cool and dry place
1523,1523,472,285,187,92,108,2025-09-17 02:05:23,In Stock,LOT-80138,Keep away from sunlight
1524,1524,101,33,68,99,93,2025-10-07 02:05:23,backordered,LOT-75927,Keep away from sunlight
1525,1525,316,219,97,86,116,2025-08-17 02:05:23,In Stock,LOT-12566,Cool and dry place
1526,1526,490,188,302,31,195,2025-09-02 02:05:23,In Stock,LOT-38361,Cool and dry place
1527,1527,367,269,98,65,166,2024-11-22 02:05:23,In Stock,LOT-51718,Keep away from sunlight
1528,1528,60,14,46,36,98,2025-06-18 02:05:23,In Stock,LOT-27548,Room temperature
1529,1529,382,253,129,58,83,2025-03-26 02:05:23,In Stock,LOT-01571,Refrigerated
1530,1530,307,110,197,46,98,2025-04-01 02:05:23,In Stock,LOT-64794,Refrigerated
1531,1531,209,202,7,28,57,2025-06-06 02:05:23,backordered,LOT-73864,Room temperature
1532,1532,120,79,41,67,113,2025-04-26 02:05:23,backordered,LOT-63175,Humidity controlled
1533,1533,350,331,19,68,71,2025-10-27 02:05:23,backordered,LOT-20716,Keep away from sunlight
1534,1534,68,41,27,98,151,2024-11-15 02:05:23,backordered,LOT-78112,Refrigerated
1535,1535,365,196,169,100,158,2024-12-31 02:05:23,In Stock,LOT-66912,Room temperature
1536,1536,37,6,31,81,65,2025-10-06 02:05:23,backordered,LOT-15353,Room temperature
1537,1537,476,120,356,70,140,2024-12-26 02:05:23,In Stock,LOT-96136,Humidity controlled
1538,1538,363,23,340,10,114,2025-02-16 02:05:23,In Stock,LOT-74994,Humidity controlled
1539,1539,195,77,118,60,144,2025-08-26 02:05:23,In Stock,LOT-65796,Humidity controlled
1540,1540,21,18,3,32,116,2025-08-07 02:05:23,backordered,LOT-78427,Humidity controlled
1541,1541,252,238,14,53,169,2025-08-26 02:05:23,backordered,LOT-11477,Cool and dry place
1542,1542,162,135,27,65,86,2025-06-21 02:05:23,backordered,LOT-32010,Cool and dry place
1543,1543,160,11,149,26,177,2025-06-11 02:05:23,In Stock,LOT-17026,Room temperature
1544,1544,474,220,254,46,117,2024-12-23 02:05:23,In Stock,LOT-95249,Room temperature
1545,1545,264,160,104,65,92,2025-05-24 02:05:23,In Stock,LOT-91187,Keep away from sunlight
1546,1546,391,77,314,81,162,2025-10-05 02:05:23,In Stock,LOT-73477,Refrigerated
1547,1547,76,6,70,39,96,2025-10-14 02:05:23,In Stock,LOT-84858,Keep away from sunlight
1548,1548,133,41,92,100,169,2025-03-23 02:05:23,backordered,LOT-80061,Cool and dry place
1549,1549,458,253,205,15,163,2025-05-03 02:05:23,In Stock,LOT-67567,Humidity controlled
1550,1550,248,117,131,73,78,2025-08-18 02:05:23,In Stock,LOT-70028,Cool and dry place
1551,1551,178,23,155,36,122,2025-08-01 02:05:23,In Stock,LOT-42762,Refrigerated
1552,1552,383,260,123,44,194,2024-11-27 02:05:23,In Stock,LOT-46719,Humidity controlled
1553,1553,108,74,34,10,184,2025-01-13 02:05:23,In Stock,LOT-78897,Refrigerated
1554,1554,213,19,194,41,177,2024-11-20 02:05:23,In Stock,LOT-78280,Cool and dry place
1555,1555,454,168,286,13,122,2024-11-18 02:05:23,In Stock,LOT-64796,Cool and dry place
1556,1556,201,95,106,85,77,2025-05-20 02:05:23,In Stock,LOT-95450,Refrigerated
1557,1557,14,1,13,68,172,2025-03-14 02:05:23,backordered,LOT-09025,Room temperature
1558,1558,304,2,302,52,61,2024-12-01 02:05:23,In Stock,LOT-59056,Humidity controlled
1559,1559,486,231,255,51,195,2025-08-27 02:05:23,In Stock,LOT-16556,Refrigerated
1560,1560,441,24,417,92,122,2025-05-20 02:05:23,In Stock,LOT-50333,Cool and dry place
1561,1561,380,36,344,80,147,2025-09-15 02:05:23,In Stock,LOT-49114,Keep away from sunlight
1562,1562,130,45,85,40,152,2025-09-17 02:05:23,In Stock,LOT-15208,Cool and dry place
1563,1563,436,106,330,30,149,2025-04-09 02:05:23,In Stock,LOT-50769,Room temperature
1564,1564,331,78,253,25,126,2025-02-23 02:05:23,In Stock,LOT-86407,Keep away from sunlight
1565,1565,376,158,218,97,83,2025-05-02 02:05:23,In Stock,LOT-90569,Cool and dry place
1566,1566,426,188,238,75,101,2025-02-24 02:05:23,In Stock,LOT-65917,Keep away from sunlight
1567,1567,453,198,255,70,118,2025-01-17 02:05:23,In Stock,LOT-13578,Humidity controlled
1568,1568,216,23,193,64,144,2024-12-22 02:05:23,In Stock,LOT-52945,Refrigerated
1569,1569,222,161,61,64,73,2025-10-12 02:05:23,backordered,LOT-63718,Humidity controlled
1570,1570,174,118,56,96,107,2024-12-05 02:05:23,backordered,LOT-34404,Refrigerated
1571,1571,476,253,223,77,184,2025-09-20 02:05:23,In Stock,LOT-96391,Room temperature
1572,1572,239,111,128,20,172,2025-06-01 02:05:23,In Stock,LOT-91954,Refrigerated
1573,1573,65,38,27,41,183,2025-03-28 02:05:23,backordered,LOT-19876,Room temperature
1574,1574,291,24,267,80,69,2025-10-09 02:05:23,In Stock,LOT-35148,Humidity controlled
1575,1575,55,32,23,64,155,2025-09-14 02:05:23,backordered,LOT-46853,Keep away from sunlight
1576,1576,338,291,47,42,140,2025-06-24 02:05:23,In Stock,LOT-66498,Humidity controlled
1577,1577,41,32,9,12,79,2024-11-28 02:05:23,backordered,LOT-78208,Keep away from sunlight
1578,1578,91,23,68,60,61,2025-09-20 02:05:23,In Stock,LOT-29737,Keep away from sunlight
1579,1579,448,360,88,48,130,2025-01-05 02:05:23,In Stock,LOT-48969,Keep away from sunlight
1580,1580,387,343,44,67,117,2025-05-11 02:05:23,backordered,LOT-08357,Refrigerated
1581,1581,108,23,85,20,116,2024-11-22 02:05:23,In Stock,LOT-23246,Cool and dry place
1582,1582,222,136,86,12,51,2025-04-13 02:05:23,In Stock,LOT-65136,Cool and dry place
1583,1583,6,1,5,93,172,2025-03-11 02:05:23,backordered,LOT-44249,Keep away from sunlight
1584,1584,444,336,108,87,174,2025-05-30 02:05:23,In Stock,LOT-36312,Humidity controlled
1585,1585,416,315,101,56,151,2025-05-31 02:05:23,In Stock,LOT-30347,Cool and dry place
1586,1586,64,17,47,11,98,2025-09-05 02:05:23,In Stock,LOT-78660,Cool and dry place
1587,1587,356,96,260,13,103,2025-02-28 02:05:23,In Stock,LOT-32420,Refrigerated
1588,1588,332,123,209,65,187,2025-07-27 02:05:23,In Stock,LOT-44820,Cool and dry place
1589,1589,154,118,36,28,171,2025-03-30 02:05:23,In Stock,LOT-70015,Cool and dry place
1590,1590,59,10,49,29,163,2025-02-26 02:05:23,In Stock,LOT-94165,Keep away from sunlight
1591,1591,10,7,3,84,112,2025-07-21 02:05:23,backordered,LOT-16231,Room temperature
1592,1592,291,200,91,16,135,2025-10-28 02:05:23,In Stock,LOT-98189,Cool and dry place
1593,1593,322,221,101,63,176,2025-01-09 02:05:23,In Stock,LOT-84713,Humidity controlled
1594,1594,374,283,91,47,59,2025-02-25 02:05:23,In Stock,LOT-91559,Keep away from sunlight
1595,1595,248,131,117,85,174,2025-07-06 02:05:23,In Stock,LOT-63632,Cool and dry place
1596,1596,270,9,261,64,197,2025-05-24 02:05:23,In Stock,LOT-12347,Humidity controlled
1597,1597,32,17,15,92,156,2025-03-04 02:05:23,backordered,LOT-64907,Cool and dry place
1598,1598,253,159,94,92,138,2025-03-17 02:05:23,In Stock,LOT-85158,Keep away from sunlight
1599,1599,10,2,8,46,99,2025-03-06 02:05:23,backordered,LOT-67342,Room temperature
1600,1600,224,59,165,74,106,2025-01-05 02:05:23,In Stock,LOT-57540,Room temperature
1601,1601,471,308,163,94,169,2025-08-26 02:05:23,In Stock,LOT-90034,Room temperature
1602,1602,370,364,6,59,156,2024-11-22 02:05:23,backordered,LOT-86451,Room temperature
1603,1603,407,241,166,30,103,2025-06-10 02:05:23,In Stock,LOT-83760,Cool and dry place
